model,layer,dataset,subject,roi,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka,rsa,cka
MODEL_B,language_model-layers-11,EEG2,sub-10,whole_brain,,,,,,,0.0596135727716015,0.1070159499146372
MODEL_B,language_model-layers-16,EEG2,sub-01,occipital,,,,,,,0.0894486543680281,0.0677499581076945
MODEL_B,language_model-layers-16,EEG2,sub-02,occipital,,,,,,,0.0322617481851327,0.0530651656928707
MODEL_B,language_model-layers-16,EEG2,sub-03,occipital,,,,,,,0.0180870636138106,0.0651065297167568
MODEL_B,language_model-layers-16,EEG2,sub-04,occipital,,,,,,,0.0858283763693577,0.0725463315945029
MODEL_B,language_model-layers-16,EEG2,sub-05,occipital,,,,,,,0.0355209443600501,0.0887521493056146
MODEL_B,language_model-layers-16,EEG2,sub-06,occipital,,,,,,,0.1199500605361351,0.1089941996162179
MODEL_B,language_model-layers-16,EEG2,sub-07,occipital,,,,,,,0.1129998697714091,0.1374610337072956
MODEL_B,language_model-layers-16,EEG2,sub-08,occipital,,,,,,,0.0649655804505234,0.0816069991919635
MODEL_B,language_model-layers-16,EEG2,sub-09,occipital,,,,,,,0.0768508703804536,0.0818199480549497
MODEL_B,language_model-layers-16,EEG2,sub-10,occipital,,,,,,,0.080478194091276,0.0997203980454021
MODEL_B,language_model-layers-16,EEG2,sub-01,parietal,,,,,,,0.0431662748711118,0.0062154568530587
MODEL_B,language_model-layers-16,EEG2,sub-02,parietal,,,,,,,0.0238542830806008,0.0494503379226982
MODEL_B,language_model-layers-16,EEG2,sub-03,parietal,,,,,,,0.0239780039386805,0.0600885952700762
MODEL_B,language_model-layers-16,EEG2,sub-04,parietal,,,,,,,-0.0052040539958397,0.0086463052085392
MODEL_B,language_model-layers-16,EEG2,sub-05,parietal,,,,,,,0.038489675977923,0.0932811948738625
MODEL_B,language_model-layers-16,EEG2,sub-06,parietal,,,,,,,0.115487721061585,0.1110061986648358
MODEL_B,language_model-layers-16,EEG2,sub-07,parietal,,,,,,,0.1449468144084531,0.1174379255154525
MODEL_B,language_model-layers-16,EEG2,sub-08,parietal,,,,,,,0.0830564145919393,0.0838937242747367
MODEL_B,language_model-layers-16,EEG2,sub-09,parietal,,,,,,,0.0669401776651888,0.0628379828497186
MODEL_B,language_model-layers-16,EEG2,sub-10,parietal,,,,,,,0.076546087645275,0.1148588669561896
MODEL_B,language_model-layers-16,EEG2,sub-01,temporal,,,,,,,0.1240402852448654,0.0719514875849446
MODEL_B,language_model-layers-16,EEG2,sub-02,temporal,,,,,,,-0.0006232198339748,0.0476771741491411
MODEL_B,language_model-layers-16,EEG2,sub-03,temporal,,,,,,,0.0396864339903299,0.0600294619113688
MODEL_B,language_model-layers-16,EEG2,sub-04,temporal,,,,,,,0.1269709568507066,0.0838096327914657
MODEL_B,language_model-layers-16,EEG2,sub-05,temporal,,,,,,,0.0549921823321227,0.0746063206231648
MODEL_B,language_model-layers-16,EEG2,sub-06,temporal,,,,,,,0.1030740766516827,0.1178627603536794
MODEL_B,language_model-layers-16,EEG2,sub-07,temporal,,,,,,,0.1326678580671457,0.085374443622849
MODEL_B,language_model-layers-16,EEG2,sub-08,temporal,,,,,,,0.0736387365393685,0.0935854834124543
MODEL_B,language_model-layers-16,EEG2,sub-09,temporal,,,,,,,0.0385314656993429,0.0434672733361885
MODEL_B,language_model-layers-16,EEG2,sub-10,temporal,,,,,,,0.0472405386093223,0.1026441295468281
MODEL_B,language_model-layers-16,EEG2,sub-01,frontal,,,,,,,0.0686119252160118,0.0389864620443318
MODEL_B,language_model-layers-16,EEG2,sub-02,frontal,,,,,,,0.0167985695516662,0.0081524518348783
MODEL_B,language_model-layers-16,EEG2,sub-03,frontal,,,,,,,0.0022921057089204,0.0425659469529834
MODEL_B,language_model-layers-16,EEG2,sub-04,frontal,,,,,,,0.082003319297412,0.0345288569807607
MODEL_B,language_model-layers-16,EEG2,sub-05,frontal,,,,,,,0.0727646599772449,0.036324340635286
MODEL_B,language_model-layers-16,EEG2,sub-06,frontal,,,,,,,0.0369635852274142,0.0691703448574991
MODEL_B,language_model-layers-16,EEG2,sub-07,frontal,,,,,,,0.0701713773900195,0.0499304137752063
MODEL_B,language_model-layers-16,EEG2,sub-08,frontal,,,,,,,0.0183693884936349,0.0662397400028428
MODEL_B,language_model-layers-16,EEG2,sub-09,frontal,,,,,,,0.0070755221257677,0.0195330707598642
MODEL_B,language_model-layers-16,EEG2,sub-10,frontal,,,,,,,-0.0141546953699431,0.033005964179827
MODEL_B,language_model-layers-16,EEG2,sub-01,central,,,,,,,0.0440515772636859,0.0117930058435915
MODEL_B,language_model-layers-16,EEG2,sub-02,central,,,,,,,0.0210237215752726,0.0237059839962525
MODEL_B,language_model-layers-16,EEG2,sub-03,central,,,,,,,0.0147022943327754,0.0023874853095265
MODEL_B,language_model-layers-16,EEG2,sub-04,central,,,,,,,0.0722679619996059,0.0537547382240708
MODEL_B,language_model-layers-16,EEG2,sub-05,central,,,,,,,0.0705292003726532,0.0714062411567737
MODEL_B,language_model-layers-16,EEG2,sub-06,central,,,,,,,0.1112410667165905,0.0772218644833354
MODEL_B,language_model-layers-16,EEG2,sub-07,central,,,,,,,0.1208742946227055,0.0672567358344403
MODEL_B,language_model-layers-16,EEG2,sub-08,central,,,,,,,0.083090843670831,0.060999465856831
MODEL_B,language_model-layers-16,EEG2,sub-09,central,,,,,,,-0.0025763599781272,0.0252961558987022
MODEL_B,language_model-layers-16,EEG2,sub-10,central,,,,,,,0.0218533564195921,0.0604419731982726
MODEL_B,language_model-layers-16,EEG2,sub-01,occipital_parietal,,,,,,,0.0437693107910971,0.0078032142273743
MODEL_B,language_model-layers-16,EEG2,sub-02,occipital_parietal,,,,,,,0.0265741180426544,0.0512632862029254
MODEL_B,language_model-layers-16,EEG2,sub-03,occipital_parietal,,,,,,,0.0224561690712695,0.0631166257231287
MODEL_B,language_model-layers-16,EEG2,sub-04,occipital_parietal,,,,,,,-0.0021589283879261,0.0124450687913719
MODEL_B,language_model-layers-16,EEG2,sub-05,occipital_parietal,,,,,,,0.0397288209191463,0.0939535550765418
MODEL_B,language_model-layers-16,EEG2,sub-06,occipital_parietal,,,,,,,0.1206122808928844,0.1124469666343178
MODEL_B,language_model-layers-16,EEG2,sub-07,occipital_parietal,,,,,,,0.1433426855949045,0.1310300990322803
MODEL_B,language_model-layers-16,EEG2,sub-08,occipital_parietal,,,,,,,0.0817513286463188,0.0859901155472041
MODEL_B,language_model-layers-16,EEG2,sub-09,occipital_parietal,,,,,,,0.0744068841544528,0.0689826131225372
MODEL_B,language_model-layers-16,EEG2,sub-10,occipital_parietal,,,,,,,0.0826165337315182,0.1134966669907516
MODEL_B,language_model-layers-16,EEG2,sub-01,whole_brain,,,,,,,0.0598639420672581,0.0126723998276333
MODEL_B,language_model-layers-16,EEG2,sub-02,whole_brain,,,,,,,0.0376595158811436,0.031520681067718
MODEL_B,language_model-layers-16,EEG2,sub-03,whole_brain,,,,,,,0.020839848745852,0.054414078855397
MODEL_B,language_model-layers-16,EEG2,sub-04,whole_brain,,,,,,,-0.0039435117846341,0.0215355819344642
MODEL_B,language_model-layers-16,EEG2,sub-05,whole_brain,,,,,,,0.1037443383433812,0.0917485812913983
MODEL_B,language_model-layers-16,EEG2,sub-06,whole_brain,,,,,,,0.1270863351190712,0.1170326911435132
MODEL_B,language_model-layers-16,EEG2,sub-07,whole_brain,,,,,,,0.1514644382136614,0.1261761936231793
MODEL_B,language_model-layers-16,EEG2,sub-08,whole_brain,,,,,,,0.1031235826652465,0.0942067666118035
MODEL_B,language_model-layers-16,EEG2,sub-09,whole_brain,,,,,,,0.063233658082888,0.0595404586051106
MODEL_B,language_model-layers-16,EEG2,sub-10,whole_brain,,,,,,,0.035194522175836,0.1055666575223308
MODEL_B,visual-blocks-2,EEG2,sub-01,occipital,,,,,,,0.0215150393263442,0.0353014949276104
MODEL_B,visual-blocks-2,EEG2,sub-02,occipital,,,,,,,0.0602770277416111,0.0339652506012083
MODEL_B,visual-blocks-2,EEG2,sub-03,occipital,,,,,,,0.0867046481311157,0.1175168492256038
MODEL_B,visual-blocks-2,EEG2,sub-04,occipital,,,,,,,0.0953367106040036,0.0334164114590237
MODEL_B,visual-blocks-2,EEG2,sub-05,occipital,,,,,,,0.0847331315300003,0.074631352395027
MODEL_B,visual-blocks-2,EEG2,sub-06,occipital,,,,,,,0.0111605197379151,0.0769569458812429
MODEL_B,visual-blocks-2,EEG2,sub-07,occipital,,,,,,,0.0213121751369549,0.077909383030864
MODEL_B,visual-blocks-2,EEG2,sub-08,occipital,,,,,,,0.0522906471546875,0.0814356129779918
MODEL_B,visual-blocks-2,EEG2,sub-09,occipital,,,,,,,0.103900164810773,0.0509989661999456
MODEL_B,visual-blocks-2,EEG2,sub-10,occipital,,,,,,,0.0729847279990259,0.1023762166539971
MODEL_B,visual-blocks-2,EEG2,sub-01,parietal,,,,,,,0.0312669728098349,-0.0015433695418486
MODEL_B,visual-blocks-2,EEG2,sub-02,parietal,,,,,,,0.0068360009572922,0.0205528196144404
MODEL_B,visual-blocks-2,EEG2,sub-03,parietal,,,,,,,0.0578777741595236,0.0646686792183556
MODEL_B,visual-blocks-2,EEG2,sub-04,parietal,,,,,,,0.0669723250520359,0.004238784418191
MODEL_B,visual-blocks-2,EEG2,sub-05,parietal,,,,,,,0.0501900962146129,0.050811833707448
MODEL_B,visual-blocks-2,EEG2,sub-06,parietal,,,,,,,0.0128415658220329,0.03931516612696
MODEL_B,visual-blocks-2,EEG2,sub-07,parietal,,,,,,,0.0359304484665462,0.0435269507221183
MODEL_B,visual-blocks-2,EEG2,sub-08,parietal,,,,,,,0.0108488446398417,0.0541121397530118
MODEL_B,visual-blocks-2,EEG2,sub-09,parietal,,,,,,,0.0390359578505156,0.0271058532453101
MODEL_B,visual-blocks-2,EEG2,sub-10,parietal,,,,,,,0.0512236279358142,0.0684806401328812
MODEL_B,visual-blocks-2,EEG2,sub-01,temporal,,,,,,,0.0155777879536819,0.0052952924749904
MODEL_B,visual-blocks-2,EEG2,sub-02,temporal,,,,,,,0.0193848797034031,0.0224735610212505
MODEL_B,visual-blocks-2,EEG2,sub-03,temporal,,,,,,,-0.0028501741713692,0.032090314914834
MODEL_B,visual-blocks-2,EEG2,sub-04,temporal,,,,,,,0.0310677667144653,0.0129170277838598
MODEL_B,visual-blocks-2,EEG2,sub-05,temporal,,,,,,,-0.0442483218025103,0.012565956125611
MODEL_B,visual-blocks-2,EEG2,sub-06,temporal,,,,,,,0.0339832667039988,0.0266667589291667
MODEL_B,visual-blocks-2,EEG2,sub-07,temporal,,,,,,,0.0313737736246112,0.0191598761633206
MODEL_B,visual-blocks-2,EEG2,sub-08,temporal,,,,,,,-0.007573374021278,0.0202988787853514
MODEL_B,visual-blocks-2,EEG2,sub-09,temporal,,,,,,,0.0170154771172353,0.0132574539333607
MODEL_B,visual-blocks-2,EEG2,sub-10,temporal,,,,,,,0.0401577748954285,0.0271210965145984
MODEL_B,visual-blocks-2,EEG2,sub-01,frontal,,,,,,,0.0137776667766213,-0.0048685788487051
MODEL_B,visual-blocks-2,EEG2,sub-02,frontal,,,,,,,-0.0008476106429051,0.0134822587034062
MODEL_B,visual-blocks-2,EEG2,sub-03,frontal,,,,,,,0.0545854883313122,0.0168071797672873
MODEL_B,visual-blocks-2,EEG2,sub-04,frontal,,,,,,,0.0028322569962463,-0.0019330870969833
MODEL_B,visual-blocks-2,EEG2,sub-05,frontal,,,,,,,-0.0468752639022513,0.0063818453634988
MODEL_B,visual-blocks-2,EEG2,sub-06,frontal,,,,,,,0.0150940394267455,0.0193311486637876
MODEL_B,visual-blocks-2,EEG2,sub-07,frontal,,,,,,,-0.0109556798560639,0.012840052364887
MODEL_B,visual-blocks-2,EEG2,sub-08,frontal,,,,,,,0.0717864291012079,0.0122243998114632
MODEL_B,visual-blocks-2,EEG2,sub-09,frontal,,,,,,,-0.0384474747365149,0.001715300349062
MODEL_B,visual-blocks-2,EEG2,sub-10,frontal,,,,,,,-0.0039125741022808,0.0040740795638374
MODEL_B,visual-blocks-2,EEG2,sub-01,central,,,,,,,0.0615597979799555,-0.0050731636935563
MODEL_B,visual-blocks-2,EEG2,sub-02,central,,,,,,,0.0054795551344565,0.0106214155924776
MODEL_B,visual-blocks-2,EEG2,sub-03,central,,,,,,,0.0341037193638026,0.0003197128290951
MODEL_B,visual-blocks-2,EEG2,sub-04,central,,,,,,,0.0695707361210052,0.0105353376638302
MODEL_B,visual-blocks-2,EEG2,sub-05,central,,,,,,,-0.0153793447003265,0.0324962084197902
MODEL_B,visual-blocks-2,EEG2,sub-06,central,,,,,,,-0.0054024684787931,0.017711783136461
MODEL_B,visual-blocks-2,EEG2,sub-07,central,,,,,,,0.0616648426992834,0.0201754911594325
MODEL_B,visual-blocks-2,EEG2,sub-08,central,,,,,,,0.0060785820845552,0.0294757898136246
MODEL_B,visual-blocks-2,EEG2,sub-09,central,,,,,,,-0.0184517661075243,0.0044447884544507
MODEL_B,visual-blocks-2,EEG2,sub-10,central,,,,,,,0.0443484442523384,0.0396258452747213
MODEL_B,visual-blocks-2,EEG2,sub-01,occipital_parietal,,,,,,,0.0327066272899892,-0.0007074790303284
MODEL_B,visual-blocks-2,EEG2,sub-02,occipital_parietal,,,,,,,0.0200786667231216,0.0241022096151907
MODEL_B,visual-blocks-2,EEG2,sub-03,occipital_parietal,,,,,,,0.0679204937238422,0.0814519654725495
MODEL_B,visual-blocks-2,EEG2,sub-04,occipital_parietal,,,,,,,0.0712365179567703,0.0059858028610681
MODEL_B,visual-blocks-2,EEG2,sub-05,occipital_parietal,,,,,,,0.0622993958697502,0.0590433519908366
MODEL_B,visual-blocks-2,EEG2,sub-06,occipital_parietal,,,,,,,0.0123277016934018,0.0496089922858161
MODEL_B,visual-blocks-2,EEG2,sub-07,occipital_parietal,,,,,,,0.0304118946624738,0.0583435910561197
MODEL_B,visual-blocks-2,EEG2,sub-08,occipital_parietal,,,,,,,0.021709922392451,0.0633059631228548
MODEL_B,visual-blocks-2,EEG2,sub-09,occipital_parietal,,,,,,,0.0561303679175903,0.0336422284515286
MODEL_B,visual-blocks-2,EEG2,sub-10,occipital_parietal,,,,,,,0.0589156660508194,0.0793786924046109
MODEL_B,visual-blocks-2,EEG2,sub-01,whole_brain,,,,,,,0.04372757573405,-0.001330262319458
MODEL_B,visual-blocks-2,EEG2,sub-02,whole_brain,,,,,,,0.0651399583087891,0.0160685972558422
MODEL_B,visual-blocks-2,EEG2,sub-03,whole_brain,,,,,,,0.0433404085068246,0.054773324409323
MODEL_B,visual-blocks-2,EEG2,sub-04,whole_brain,,,,,,,0.0903993190602575,0.0061485387293035
MODEL_B,visual-blocks-2,EEG2,sub-05,whole_brain,,,,,,,0.0082896587796136,0.0459546595117671
MODEL_B,visual-blocks-2,EEG2,sub-06,whole_brain,,,,,,,0.0226727277679256,0.0427312328072345
MODEL_B,visual-blocks-2,EEG2,sub-07,whole_brain,,,,,,,0.0360209336113684,0.0509654912184304
MODEL_B,visual-blocks-2,EEG2,sub-08,whole_brain,,,,,,,0.0433888540903347,0.0516138439026975
MODEL_B,visual-blocks-2,EEG2,sub-09,whole_brain,,,,,,,-0.0087720418712541,0.0233519759491487
MODEL_B,visual-blocks-2,EEG2,sub-10,whole_brain,,,,,,,0.0113481243506778,0.0619952018676359
MODEL_B,visual-blocks-6,EEG2,sub-01,occipital,,,,,,,0.0571643376100687,0.0394536849547188
MODEL_B,visual-blocks-6,EEG2,sub-02,occipital,,,,,,,0.0464250364262739,0.0339539997231622
MODEL_B,visual-blocks-6,EEG2,sub-03,occipital,,,,,,,0.0916700330977675,0.1114544598002792
MODEL_B,visual-blocks-6,EEG2,sub-04,occipital,,,,,,,0.099547915854747,0.0379738592226825
MODEL_B,visual-blocks-6,EEG2,sub-05,occipital,,,,,,,0.1019597431607672,0.063569830747834
MODEL_B,visual-blocks-6,EEG2,sub-06,occipital,,,,,,,0.0488691299390434,0.0806941446509762
MODEL_B,visual-blocks-6,EEG2,sub-07,occipital,,,,,,,0.0505119192123831,0.0932508456307804
MODEL_B,visual-blocks-6,EEG2,sub-08,occipital,,,,,,,0.0769153931155,0.0844247951301549
MODEL_B,visual-blocks-6,EEG2,sub-09,occipital,,,,,,,0.1249004924815384,0.0592817449575629
MODEL_B,visual-blocks-6,EEG2,sub-10,occipital,,,,,,,0.0953979990762656,0.1017824286582933
MODEL_B,visual-blocks-6,EEG2,sub-01,parietal,,,,,,,0.0390732826214807,-6.1013437735164895e-05
MODEL_B,visual-blocks-6,EEG2,sub-02,parietal,,,,,,,0.0037472767822053,0.0255157231310349
MODEL_B,visual-blocks-6,EEG2,sub-03,parietal,,,,,,,0.076158808815873,0.0683708379559865
MODEL_B,visual-blocks-6,EEG2,sub-04,parietal,,,,,,,0.0864998747452252,0.0029235940403208
MODEL_B,visual-blocks-6,EEG2,sub-05,parietal,,,,,,,0.0770454636213826,0.0467824356583335
MODEL_B,visual-blocks-6,EEG2,sub-06,parietal,,,,,,,0.0390980920392031,0.0508823718961778
MODEL_B,visual-blocks-6,EEG2,sub-07,parietal,,,,,,,0.0515270908840037,0.0597711120498517
MODEL_B,visual-blocks-6,EEG2,sub-08,parietal,,,,,,,0.0375953220520606,0.063256773629741
MODEL_B,visual-blocks-6,EEG2,sub-09,parietal,,,,,,,0.0631447617360787,0.0350164081199455
MODEL_B,visual-blocks-6,EEG2,sub-10,parietal,,,,,,,0.0862344161168541,0.0782023270293784
MODEL_B,visual-blocks-6,EEG2,sub-01,temporal,,,,,,,0.0509236707541369,0.0129924538337916
MODEL_B,visual-blocks-6,EEG2,sub-02,temporal,,,,,,,-0.0014228650106819,0.0254134405251688
MODEL_B,visual-blocks-6,EEG2,sub-03,temporal,,,,,,,0.0189133797281623,0.0372976640486665
MODEL_B,visual-blocks-6,EEG2,sub-04,temporal,,,,,,,0.0312068711432997,0.0207674244429269
MODEL_B,visual-blocks-6,EEG2,sub-05,temporal,,,,,,,-0.0131026262593417,0.0191495637938928
MODEL_B,visual-blocks-6,EEG2,sub-06,temporal,,,,,,,0.0459951709152189,0.0363796588496885
MODEL_B,visual-blocks-6,EEG2,sub-07,temporal,,,,,,,0.0564786062008641,0.026870315747294
MODEL_B,visual-blocks-6,EEG2,sub-08,temporal,,,,,,,0.0083551541366674,0.0299963113395992
MODEL_B,visual-blocks-6,EEG2,sub-09,temporal,,,,,,,0.0211543930968918,0.0152290951403978
MODEL_B,visual-blocks-6,EEG2,sub-10,temporal,,,,,,,0.0831293162672372,0.0376949744679527
MODEL_B,visual-blocks-6,EEG2,sub-01,frontal,,,,,,,0.0301782770833216,-0.0010796822557921
MODEL_B,visual-blocks-6,EEG2,sub-02,frontal,,,,,,,-0.0177704431830158,0.0137736585504289
MODEL_B,visual-blocks-6,EEG2,sub-03,frontal,,,,,,,0.0402442296288467,0.018351923898753
MODEL_B,visual-blocks-6,EEG2,sub-04,frontal,,,,,,,-0.0119570188877704,0.0019898509306994
MODEL_B,visual-blocks-6,EEG2,sub-05,frontal,,,,,,,-0.0221617227676498,0.0114613974613049
MODEL_B,visual-blocks-6,EEG2,sub-06,frontal,,,,,,,0.0062391396841989,0.0212403018067253
MODEL_B,visual-blocks-6,EEG2,sub-07,frontal,,,,,,,0.0235648106273317,0.014392002779332
MODEL_B,visual-blocks-6,EEG2,sub-08,frontal,,,,,,,0.0626776802589861,0.0183215082126223
MODEL_B,visual-blocks-6,EEG2,sub-09,frontal,,,,,,,-0.0473987930693131,0.0027300231484813
MODEL_B,visual-blocks-6,EEG2,sub-10,frontal,,,,,,,0.0219578997552041,0.0066643612708397
MODEL_B,visual-blocks-6,EEG2,sub-01,central,,,,,,,0.0637249977794996,-0.0030592670198587
MODEL_B,visual-blocks-6,EEG2,sub-02,central,,,,,,,-0.0017122677794002,0.0121596069313994
MODEL_B,visual-blocks-6,EEG2,sub-03,central,,,,,,,0.0461999837717132,0.0008762861151242
MODEL_B,visual-blocks-6,EEG2,sub-04,central,,,,,,,0.0718619343943337,0.0154540870316058
MODEL_B,visual-blocks-6,EEG2,sub-05,central,,,,,,,0.0242361140774068,0.0320137037598649
MODEL_B,visual-blocks-6,EEG2,sub-06,central,,,,,,,0.01574131376679,0.0267310491531111
MODEL_B,visual-blocks-6,EEG2,sub-07,central,,,,,,,0.0731798632972289,0.0291926007258336
MODEL_B,visual-blocks-6,EEG2,sub-08,central,,,,,,,0.0383567304433709,0.0364349471908997
MODEL_B,visual-blocks-6,EEG2,sub-09,central,,,,,,,-0.0090241020713754,0.0071833317084308
MODEL_B,visual-blocks-6,EEG2,sub-10,central,,,,,,,0.0828041893662909,0.0443327107407142
MODEL_B,visual-blocks-6,EEG2,sub-01,occipital_parietal,,,,,,,0.041737100712594,0.0008702095432011
MODEL_B,visual-blocks-6,EEG2,sub-02,occipital_parietal,,,,,,,0.0145613058095926,0.0279942128765013
MODEL_B,visual-blocks-6,EEG2,sub-03,occipital_parietal,,,,,,,0.082309814549118,0.0824692874228205
MODEL_B,visual-blocks-6,EEG2,sub-04,occipital_parietal,,,,,,,0.0909732168275999,0.0049293863036744
MODEL_B,visual-blocks-6,EEG2,sub-05,occipital_parietal,,,,,,,0.0873524891463598,0.0528222730307714
MODEL_B,visual-blocks-6,EEG2,sub-06,occipital_parietal,,,,,,,0.042939285381034,0.0593825089708575
MODEL_B,visual-blocks-6,EEG2,sub-07,occipital_parietal,,,,,,,0.0529766631280484,0.0751358786871594
MODEL_B,visual-blocks-6,EEG2,sub-08,occipital_parietal,,,,,,,0.0487014864988257,0.0710708894265006
MODEL_B,visual-blocks-6,EEG2,sub-09,occipital_parietal,,,,,,,0.0802206206620068,0.0418271685642821
MODEL_B,visual-blocks-6,EEG2,sub-10,occipital_parietal,,,,,,,0.0896938285580711,0.0865202990924808
MODEL_B,visual-blocks-6,EEG2,sub-01,whole_brain,,,,,,,0.0501313906404341,0.0008394889010654
MODEL_B,visual-blocks-6,EEG2,sub-02,whole_brain,,,,,,,0.0297019549959424,0.0178763771773263
MODEL_B,visual-blocks-6,EEG2,sub-03,whole_brain,,,,,,,0.0531847934567381,0.0566285333960977
MODEL_B,visual-blocks-6,EEG2,sub-04,whole_brain,,,,,,,0.0894560660554071,0.0061728166032271
MODEL_B,visual-blocks-6,EEG2,sub-05,whole_brain,,,,,,,0.0415238959909425,0.0441702788803966
MODEL_B,visual-blocks-6,EEG2,sub-06,whole_brain,,,,,,,0.0326407452927817,0.0525533261751462
MODEL_B,visual-blocks-6,EEG2,sub-07,whole_brain,,,,,,,0.0655002478029214,0.066150171712643
MODEL_B,visual-blocks-6,EEG2,sub-08,whole_brain,,,,,,,0.0523749434927803,0.0605352464547017
MODEL_B,visual-blocks-6,EEG2,sub-09,whole_brain,,,,,,,-0.0018067721192202,0.0293936989370415
MODEL_B,visual-blocks-6,EEG2,sub-10,whole_brain,,,,,,,0.0620665749143085,0.0697802341819375
MODEL_B,visual-blocks-10,EEG2,sub-01,occipital,,,,,,,0.0432757612096729,0.014834189346196
MODEL_B,visual-blocks-10,EEG2,sub-02,occipital,,,,,,,-0.0384207569506547,0.0078204610113396
MODEL_B,visual-blocks-10,EEG2,sub-03,occipital,,,,,,,0.0276207131023482,0.0215302863654122
MODEL_B,visual-blocks-10,EEG2,sub-04,occipital,,,,,,,0.0342214391308334,0.0149216892638592
MODEL_B,visual-blocks-10,EEG2,sub-05,occipital,,,,,,,0.0237947551151271,0.0207420691761684
MODEL_B,visual-blocks-10,EEG2,sub-06,occipital,,,,,,,0.0359229770349775,0.0430917810726291
MODEL_B,visual-blocks-10,EEG2,sub-07,occipital,,,,,,,0.0498370814279165,0.022893205543675
MODEL_B,visual-blocks-10,EEG2,sub-08,occipital,,,,,,,0.0246924258066397,0.0176651745791374
MODEL_B,visual-blocks-10,EEG2,sub-09,occipital,,,,,,,0.0816850365239409,0.0210388114617259
MODEL_B,visual-blocks-10,EEG2,sub-10,occipital,,,,,,,0.0048296440892513,0.031577789806066
MODEL_B,visual-blocks-10,EEG2,sub-01,parietal,,,,,,,0.0135518332540053,0.0002806886765027
MODEL_B,visual-blocks-10,EEG2,sub-02,parietal,,,,,,,-0.022141605148621,0.0066406940926849
MODEL_B,visual-blocks-10,EEG2,sub-03,parietal,,,,,,,0.020689146038228,0.0149743819874216
MODEL_B,visual-blocks-10,EEG2,sub-04,parietal,,,,,,,0.0677138199473802,0.0005800905523169
MODEL_B,visual-blocks-10,EEG2,sub-05,parietal,,,,,,,0.0317004802161408,0.0247359178828208
MODEL_B,visual-blocks-10,EEG2,sub-06,parietal,,,,,,,0.0106593751815212,0.0301807341918581
MODEL_B,visual-blocks-10,EEG2,sub-07,parietal,,,,,,,0.0626430464098727,0.0161482950324636
MODEL_B,visual-blocks-10,EEG2,sub-08,parietal,,,,,,,0.0375766761105057,0.0148934695741763
MODEL_B,visual-blocks-10,EEG2,sub-09,parietal,,,,,,,0.0760388478506739,0.0092600015151439
MODEL_B,visual-blocks-10,EEG2,sub-10,parietal,,,,,,,0.0329418216787254,0.0253283404240604
MODEL_B,visual-blocks-10,EEG2,sub-01,temporal,,,,,,,0.0424348847746794,0.0022248460088208
MODEL_B,visual-blocks-10,EEG2,sub-02,temporal,,,,,,,-0.063112803671389,0.005869214469362
MODEL_B,visual-blocks-10,EEG2,sub-03,temporal,,,,,,,-0.0242045071413568,0.0101563495989895
MODEL_B,visual-blocks-10,EEG2,sub-04,temporal,,,,,,,0.0360239426262999,0.0051784614905031
MODEL_B,visual-blocks-10,EEG2,sub-05,temporal,,,,,,,0.0418006039332583,0.0251896742883775
MODEL_B,visual-blocks-10,EEG2,sub-06,temporal,,,,,,,0.0124409489420252,0.0200410297364389
MODEL_B,visual-blocks-10,EEG2,sub-07,temporal,,,,,,,0.0614149460367362,0.0033032345835155
MODEL_B,visual-blocks-10,EEG2,sub-08,temporal,,,,,,,0.00691104310542,0.0081968129803258
MODEL_B,visual-blocks-10,EEG2,sub-09,temporal,,,,,,,0.0071446694493881,0.0106484920845148
MODEL_B,visual-blocks-10,EEG2,sub-10,temporal,,,,,,,0.0530893715232152,0.0113907170488218
MODEL_B,visual-blocks-10,EEG2,sub-01,frontal,,,,,,,0.0231333776470994,-0.0063733882625254
MODEL_B,visual-blocks-10,EEG2,sub-02,frontal,,,,,,,-0.0308503380108443,0.0055802270317507
MODEL_B,visual-blocks-10,EEG2,sub-03,frontal,,,,,,,-0.0177192598477112,0.010832549837049
MODEL_B,visual-blocks-10,EEG2,sub-04,frontal,,,,,,,-0.0349686613309313,-0.0014177036215429
MODEL_B,visual-blocks-10,EEG2,sub-05,frontal,,,,,,,0.0423920386736593,0.0169835826107499
MODEL_B,visual-blocks-10,EEG2,sub-06,frontal,,,,,,,0.023378316539292,0.0098508755040129
MODEL_B,visual-blocks-10,EEG2,sub-07,frontal,,,,,,,0.0144901293062054,0.0038621118927522
MODEL_B,visual-blocks-10,EEG2,sub-08,frontal,,,,,,,0.0147134244689771,0.0072279042957625
MODEL_B,visual-blocks-10,EEG2,sub-09,frontal,,,,,,,-0.0137529797602548,-0.006772465874149
MODEL_B,visual-blocks-10,EEG2,sub-10,frontal,,,,,,,0.0313843644886066,0.0041803075061928
MODEL_B,visual-blocks-10,EEG2,sub-01,central,,,,,,,0.077038689347481,0.0108613863948962
MODEL_B,visual-blocks-10,EEG2,sub-02,central,,,,,,,-0.0483565454735477,-0.0019714304479997
MODEL_B,visual-blocks-10,EEG2,sub-03,central,,,,,,,0.0265633442199775,0.0081838832193049
MODEL_B,visual-blocks-10,EEG2,sub-04,central,,,,,,,0.06211154411689,0.0034378457790996
MODEL_B,visual-blocks-10,EEG2,sub-05,central,,,,,,,0.0637917262575415,0.0301095251785611
